"","data","tipo_divida","Credor_completo","contrato","tipo_credor","mutuario","tipo_mutuario","Status","valor","mes","ano","mes_ano","data_mes","Credor","pos_ini_mutuario","pos_ini_Credor","pos_ini_tipo_divida","pos_ini_ano"
"205",2017-05-25,"Interna","Caixa Econômica Federal","CAIXA - 20130885","Bancos Federais","Roraima","Estados","Honra de Aval",2864662.67,"05",2017,"201705",2017-05-01,"Caixa Econômica",32816703.71,962972391.2,2656691492.57,1354725031.18
"206",2017-06-01,"Interna","Caixa Econômica Federal","Contrato Conta A","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",61917119.67,"06",2017,"201706",2017-06-01,"Caixa Econômica",3654855710.82,965837053.87,2659556155.24,1357589693.85
"207",2017-06-05,"Externa","Corporacão Andina de Fomento","CFA008002","Organismos Multilaterais","Rio de Janeiro (Estado)","Estados","Honra de Aval",33444042.74,"06",2017,"201706",2017-06-01,"CAF",3716772830.49,447505757.64,1167096955.96,1419506813.52
"208",2017-06-12,"Interna","Caixa Econômica Federal","CAIXA - 20110776","Bancos Federais","Natal","Municípios","Honra de Aval",2194444.9,"06",2017,"201706",2017-06-01,"Caixa Econômica",24098211.52,1027754173.54,2721473274.91,1452950856.26
"209",2017-06-15,"Externa","BID","BID2411/OC-BR","Organismos Multilaterais","Rio de Janeiro (Estado)","Estados","Honra de Aval",4973446.95,"06",2017,"201706",2017-06-01,"BID",3750216873.23,164710000.69,1200540998.7,1455145301.16
"210",2017-06-15,"Externa","BID","BID2646/OC-BR","Organismos Multilaterais","Rio de Janeiro (Estado)","Estados","Honra de Aval",14123738.73,"06",2017,"201706",2017-06-01,"BID",3755190320.18,169683447.64,1205514445.65,1460118748.11
"211",2017-06-16,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2011684","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",5452389.95,"06",2017,"201706",2017-06-01,"BNDES",3769314058.91,706163978.37,2723667719.81,1474242486.84
"212",2017-06-16,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2014976","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",27010595.22,"06",2017,"201706",2017-06-01,"BNDES",3774766448.86,711616368.32,2729120109.76,1479694876.79
"213",2017-06-16,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2016004","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",3223817.74,"06",2017,"201706",2017-06-01,"BNDES",3801777044.08,738626963.54,2756130704.98,1506705472.01
"214",2017-06-16,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2013848","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",30859174.05,"06",2017,"201706",2017-06-01,"BNDES",3805000861.82,741850781.28,2759354522.72,1509929289.75
"215",2017-06-16,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2014976","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",27519265.12,"06",2017,"201706",2017-06-01,"BNDES",3835860035.87,772709955.33,2790213696.77,1540788463.8
"216",2017-06-16,"Interna","Caixa Econômica Federal","CAIXA - 20120812","Bancos Federais","Roraima","Estados","Honra de Aval",2888772.6,"06",2017,"201706",2017-06-01,"Caixa Econômica",35681366.38,1029948618.44,2817732961.89,1568307728.92
"217",2017-06-16,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2016004","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",3278643.71,"06",2017,"201706",2017-06-01,"BNDES",3863379300.99,800229220.45,2820621734.49,1571196501.52
"218",2017-06-16,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2013848","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",31490780.4,"06",2017,"201706",2017-06-01,"BNDES",3866657944.7,803507864.16,2823900378.2,1574475145.23
"219",2017-06-16,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2011684","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",5532936.65,"06",2017,"201706",2017-06-01,"BNDES",3898148725.1,834998644.56,2855391158.6,1605965925.63
"220",2017-06-16,"Interna","Banco do Brasil S/A","BB - 2012769","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",9842117.03,"06",2017,"201706",2017-06-01,"Banco do Brasil",3903681661.75,804538283.65,2860924095.25,1611498862.28
"221",2017-06-16,"Interna","Caixa Econômica Federal","CAIXA - 20100571","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",8608516.44,"06",2017,"201706",2017-06-01,"Caixa Econômica",3913523778.78,1032837391.04,2870766212.28,1621340979.31
"222",2017-06-16,"Interna","Banco do Brasil S/A","BB - 2012735","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",350248616.44,"06",2017,"201706",2017-06-01,"Banco do Brasil",3922132295.22,814380400.68,2879374728.72,1629949495.75
"223",2017-06-19,"Interna","Caixa Econômica Federal","CAIXA - 20090492","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",2542430.2,"06",2017,"201706",2017-06-01,"Caixa Econômica",4272380911.66,1041445907.48,3229623345.16,1980198112.19
"224",2017-06-19,"Interna","Caixa Econômica Federal","CAIXA - 20120747","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",841538.51,"06",2017,"201706",2017-06-01,"Caixa Econômica",4274923341.86,1043988337.68,3232165775.36,1982740542.39
"225",2017-06-26,"Interna","Caixa Econômica Federal","CAIXA - 20120842","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",8364477.43,"06",2017,"201706",2017-06-01,"Caixa Econômica",4275764880.37,1044829876.19,3233007313.87,1983582080.9
"226",2017-06-26,"Interna","Caixa Econômica Federal","CAIXA - 20130885","Bancos Federais","Roraima","Estados","Honra de Aval",2876086.84,"06",2017,"201706",2017-06-01,"Caixa Econômica",38570138.98,1053194353.62,3241371791.3,1991946558.33
"227",2017-07-03,"Interna","Caixa Econômica Federal","Contrato Conta A","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",62893137.93,"07",2017,"201707",2017-07-01,"Caixa Econômica",4284129357.8,1056070440.46,3244247878.14,1994822645.17
"228",2017-07-12,"Interna","Caixa Econômica Federal","CAIXA - 20110776","Bancos Federais","Natal","Municípios","Honra de Aval",2182025.26,"07",2017,"201707",2017-07-01,"Caixa Econômica",26292656.42,1118963578.39,3307141016.07,2057715783.1
"229",2017-07-17,"Interna","Banco do Brasil S/A","BB - 2012769","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",9622913.49,"07",2017,"201707",2017-07-01,"Banco do Brasil",4347022495.73,1164629017.12,3309323041.33,2059897808.36
"230",2017-07-17,"Interna","Caixa Econômica Federal","CAIXA - 20100571","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",8433104.41,"07",2017,"201707",2017-07-01,"Caixa Econômica",4356645409.22,1121145603.65,3318945954.82,2069520721.85
"231",2017-07-17,"Interna","Caixa Econômica Federal","CAIXA - 20120812","Bancos Federais","Roraima","Estados","Honra de Aval",2748528.38,"07",2017,"201707",2017-07-01,"Caixa Econômica",41446225.82,1129578708.06,3327379059.23,2077953826.26
"232",2017-07-19,"Interna","Caixa Econômica Federal","CAIXA - 20120747","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",843882.35,"07",2017,"201707",2017-07-01,"Caixa Econômica",4365078513.63,1132327236.44,3330127587.61,2080702354.64
"233",2017-07-19,"Interna","Caixa Econômica Federal","CAIXA - 20090492","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",2550422.92,"07",2017,"201707",2017-07-01,"Caixa Econômica",4365922395.98,1133171118.79,3330971469.96,2081546236.99
"234",2017-07-25,"Interna","Caixa Econômica Federal","CAIXA - 20120842","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",8366109.96,"07",2017,"201707",2017-07-01,"Caixa Econômica",4368472818.9,1135721541.71,3333521892.88,2084096659.91
"235",2017-07-25,"Interna","Caixa Econômica Federal","CAIXA - 20130885","Bancos Federais","Roraima","Estados","Honra de Aval",2800849.28,"07",2017,"201707",2017-07-01,"Caixa Econômica",44194754.2,1144087651.67,3341888002.84,2092462769.87
"236",2017-07-28,"Externa","BID","BID1037/OC-BR","Organismos Multilaterais","Rio de Janeiro (Estado)","Estados","Honra de Aval",19327458.3,"07",2017,"201707",2017-07-01,"BID",4376838928.86,183807186.37,1219638184.38,2095263619.15
"237",2017-08-01,"Interna","Caixa Econômica Federal","Contrato Conta A","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",59249970.08,"08",2017,"201708",2017-08-01,"Caixa Econômica",4396166387.16,1146888500.95,3344688852.12,2114591077.45
"238",2017-08-14,"Interna","Caixa Econômica Federal","CAIXA - 20110776","Bancos Federais","Natal","Municípios","Honra de Aval",2193466.89,"08",2017,"201708",2017-08-01,"Caixa Econômica",28474681.68,1206138471.03,3403938822.2,2173841047.53
"239",2017-08-15,"Externa","Banco Mundial","BIRD8191-BR","Organismos Multilaterais","Rio de Janeiro (Estado)","Estados","Honra de Aval",9319671.9,"08",2017,"201708",2017-08-01,"Banco Mundial",4455416357.24,300364297.74,1238965642.68,2176034514.42
"240",2017-08-15,"Externa","Banco Mundial","BIRD8200-BR","Organismos Multilaterais","Rio de Janeiro (Estado)","Estados","Honra de Aval",450444.79,"08",2017,"201708",2017-08-01,"Banco Mundial",4464736029.14,309683969.64,1248285314.58,2185354186.32
"241",2017-08-15,"Externa","Banco Mundial","BIRD8307-BR","Organismos Multilaterais","Rio de Janeiro (Estado)","Estados","Honra de Aval",15532786.5,"08",2017,"201708",2017-08-01,"Banco Mundial",4465186473.93,310134414.43,1248735759.37,2185804631.11
"242",2017-08-15,"Interna","Banco do Brasil S/A","BB - 2012769","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",9378703.82,"08",2017,"201708",2017-08-01,"Banco do Brasil",4480719260.43,1174251930.61,3406132289.09,2201337417.61
"243",2017-08-15,"Interna","Caixa Econômica Federal","CAIXA - 20100571","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",8549676.93,"08",2017,"201708",2017-08-01,"Caixa Econômica",4490097964.25,1208331937.92,3415510992.91,2210716121.43
"244",2017-08-15,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2014976","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",25993554.08,"08",2017,"201708",2017-08-01,"BNDES",4498647641.18,840531581.21,3424060669.84,2219265798.36
"245",2017-08-15,"Interna","Caixa Econômica Federal","CAIXA - 20120812","Bancos Federais","Roraima","Estados","Honra de Aval",2726144.86,"08",2017,"201708",2017-08-01,"Caixa Econômica",46995603.48,1216881614.85,3450054223.92,2245259352.44
"246",2017-08-15,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2016004","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",3125076.74,"08",2017,"201708",2017-08-01,"BNDES",4524641195.26,866525135.29,3452780368.78,2247985497.3
"247",2017-08-15,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2013848","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",29420716.17,"08",2017,"201708",2017-08-01,"BNDES",4527766272,869650212.03,3455905445.52,2251110574.04
"248",2017-08-15,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2011684","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",5268803.45,"08",2017,"201708",2017-08-01,"BNDES",4557186988.17,899070928.2,3485326161.69,2280531290.21
"249",2017-08-21,"Interna","Caixa Econômica Federal","CAIXA - 20090492","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",2546208.44,"08",2017,"201708",2017-08-01,"Caixa Econômica",4562455791.62,1219607759.71,3490594965.14,2285800093.66
"250",2017-08-21,"Interna","Caixa Econômica Federal","CAIXA - 20120747","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",842184.87,"08",2017,"201708",2017-08-01,"Caixa Econômica",4565002000.06,1222153968.15,3493141173.58,2288346302.1
"251",2017-08-25,"Interna","Caixa Econômica Federal","CAIXA - 20130885","Bancos Federais","Roraima","Estados","Honra de Aval",2844270.01,"08",2017,"201708",2017-08-01,"Caixa Econômica",49721748.34,1222996153.02,3493983358.45,2289188486.97
"252",2017-08-25,"Interna","Caixa Econômica Federal","CAIXA - 20120842","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",8193231.69,"08",2017,"201708",2017-08-01,"Caixa Econômica",4565844184.93,1225840423.03,3496827628.46,2292032756.98
"253",2017-09-01,"Interna","Caixa Econômica Federal","Contrato Conta A","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",61931962.95,"09",2017,"201709",2017-09-01,"Caixa Econômica",4574037416.62,1234033654.72,3505020860.15,2300225988.67
"254",2017-09-09,"Externa","BID","BID782/OC-BR","Organismos Multilaterais","Rio de Janeiro (Estado)","Estados","Honra de Aval",39110077.19,"09",2017,"201709",2017-09-01,"BID",4635969379.57,203134644.67,1264268545.87,2362157951.62
"255",2017-09-09,"Externa","BID","BID916/SF-BR","Organismos Multilaterais","Rio de Janeiro (Estado)","Estados","Honra de Aval",5559116.3,"09",2017,"201709",2017-09-01,"BID",4675079456.76,242244721.86,1303378623.06,2401268028.81
"256",2017-09-12,"Interna","Caixa Econômica Federal","CAIXA - 20110776","Bancos Federais","Natal","Municípios","Honra de Aval",2189626.48,"09",2017,"201709",2017-09-01,"Caixa Econômica",30668148.57,1295965617.67,3566952823.1,2406827145.11
"257",2017-09-13,"Externa","Corporacão Andina de Fomento","CFA007949","Organismos Multilaterais","Rio de Janeiro (Estado)","Estados","Honra de Aval",36892928.3,"09",2017,"201709",2017-09-01,"CAF",4680638573.06,480949800.38,1308937739.36,2409016771.59
"258",2017-09-13,"Externa","Corporacão Andina de Fomento","CFA007948","Organismos Multilaterais","Rio de Janeiro (Estado)","Estados","Honra de Aval",18394746.96,"09",2017,"201709",2017-09-01,"CAF",4717531501.36,517842728.68,1345830667.66,2445909699.89
"259",2017-09-15,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2011684","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",5408968.91,"09",2017,"201709",2017-09-01,"BNDES",4735926248.32,904339731.65,3569142449.58,2464304446.85
"260",2017-09-15,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2014976","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",27019522.27,"09",2017,"201709",2017-09-01,"BNDES",4741335217.23,909748700.56,3574551418.49,2469713415.76
"261",2017-09-15,"Interna","Caixa Econômica Federal","CAIXA - 20120812","Bancos Federais","Roraima","Estados","Honra de Aval",2823363.64,"09",2017,"201709",2017-09-01,"Caixa Econômica",52566018.35,1298155244.15,3601570940.76,2496732938.03
"262",2017-09-15,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2016004","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",3236695.33,"09",2017,"201709",2017-09-01,"BNDES",4768354739.5,936768222.83,3604394304.4,2499556301.67
"263",2017-09-15,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2013848","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",30722793.25,"09",2017,"201709",2017-09-01,"BNDES",4771591434.83,940004918.16,3607630999.73,2502792997
"264",2017-09-15,"Interna","Caixa Econômica Federal","CAIXA - 20100571","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",8442054.22,"09",2017,"201709",2017-09-01,"Caixa Econômica",4802314228.08,1300978607.79,3638353792.98,2533515790.25
"265",2017-09-15,"Interna","Banco Suiço de Investimento - Credit Suisse-Brasil","Credit Suisse - MU57/2014","Credores Privados","Rio de Janeiro (Estado)","Estados","Honra de Aval",77976750.23,"09",2017,"201709",2017-09-01,"Credit Suisse (Interno",4810756282.3,183016839.35,3646795847.2,2541957844.47
"266",2017-09-15,"Interna","Banco do Brasil S/A","BB - 2012769","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",9625100.56,"09",2017,"201709",2017-09-01,"Banco do Brasil",4888733032.53,1183630634.43,3724772597.43,2619934594.7
"267",2017-09-19,"Interna","Caixa Econômica Federal","CAIXA - 20120747","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",1019045.5,"09",2017,"201709",2017-09-01,"Caixa Econômica",4898358133.09,1309420662.01,3734397697.99,2629559695.26
"268",2017-09-19,"Interna","Caixa Econômica Federal","CAIXA - 20090492","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",2678798.45,"09",2017,"201709",2017-09-01,"Caixa Econômica",4899377178.59,1310439707.51,3735416743.49,2630578740.76
"269",2017-09-19,"Interna","Caixa Econômica Federal","CAIXA - 20090492","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",2617822.97,"09",2017,"201709",2017-09-01,"Caixa Econômica",4902055977.04,1313118505.96,3738095541.94,2633257539.21
"270",2017-09-19,"Interna","Caixa Econômica Federal","CAIXA - 20120747","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",925543.21,"09",2017,"201709",2017-09-01,"Caixa Econômica",4904673800.01,1315736328.93,3740713364.91,2635875362.18
"271",2017-09-20,"Externa","Japan International Cooperation Agency","JICA BZ-P9","Agências Governamentais","Rio de Janeiro (Estado)","Estados","Honra de Aval",43254.49,"09",2017,"201709",2017-09-01,"JICA",4905599343.22,57500345.03,1364225414.62,2636800905.39
"272",2017-09-20,"Externa","Japan International Cooperation Agency","JICA BZ-P9","Agências Governamentais","Rio de Janeiro (Estado)","Estados","Honra de Aval",26321430.58,"09",2017,"201709",2017-09-01,"JICA",4905642597.71,57543599.52,1364268669.11,2636844159.88
"273",2017-09-25,"Interna","Caixa Econômica Federal","CAIXA - 20120842","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",8374507.47,"09",2017,"201709",2017-09-01,"Caixa Econômica",4931964028.29,1316661872.14,3741638908.12,2663165590.46
"274",2017-09-25,"Interna","Caixa Econômica Federal","CAIXA - 20130885","Bancos Federais","Roraima","Estados","Honra de Aval",2810632.45,"09",2017,"201709",2017-09-01,"Caixa Econômica",55389381.99,1325036379.61,3750013415.59,2671540097.93
"275",2017-10-01,"Interna","Caixa Econômica Federal","Contrato Conta A","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",61529062.61,"10",2017,"201710",2017-10-01,"Caixa Econômica",4940338535.76,1327847012.06,3752824048.04,2674350730.38
"276",2017-10-12,"Interna","Caixa Econômica Federal","CAIXA - 20110776","Bancos Federais","Natal","Municípios","Honra de Aval",2193218.67,"10",2017,"201710",2017-10-01,"Caixa Econômica",32857775.05,1389376074.67,3814353110.65,2735879792.99
"277",2017-10-15,"Externa","BID","BID2307/OC-BR","Organismos Multilaterais","Rio de Janeiro (Estado)","Estados","Honra de Aval",2841540.63,"10",2017,"201710",2017-10-01,"BID",5001867598.37,247803838.16,1390590099.69,2738073011.66
"278",2017-10-15,"Externa","Banco Mundial","BIRD7773-BR","Organismos Multilaterais","Rio de Janeiro (Estado)","Estados","Honra de Aval",2849135.04,"10",2017,"201710",2017-10-01,"Banco Mundial",5004709139,325667200.93,1393431640.32,2740914552.29
"279",2017-10-15,"Externa","Banco Mundial","BIRD7827-BR","Organismos Multilaterais","Rio de Janeiro (Estado)","Estados","Honra de Aval",48096007.38,"10",2017,"201710",2017-10-01,"Banco Mundial",5007558274.04,328516335.97,1396280775.36,2743763687.33
"280",2017-10-15,"Externa","Banco Mundial","BIRD7508-BR","Organismos Multilaterais","Rio de Janeiro (Estado)","Estados","Honra de Aval",9014175.9,"10",2017,"201710",2017-10-01,"Banco Mundial",5055654281.42,376612343.35,1444376782.74,2791859694.71
"281",2017-10-15,"Externa","Banco Mundial","BIRD7719-BR","Organismos Multilaterais","Rio de Janeiro (Estado)","Estados","Honra de Aval",7239278.39,"10",2017,"201710",2017-10-01,"Banco Mundial",5064668457.32,385626519.25,1453390958.64,2800873870.61
"282",2017-10-15,"Interna","Caixa Econômica Federal","CAIXA - 20120812","Bancos Federais","Roraima","Estados","Honra de Aval",2820689.09,"10",2017,"201710",2017-10-01,"Caixa Econômica",58200014.44,1391569293.34,3816546329.32,2808113149
"283",2017-10-15,"Interna","Caixa Econômica Federal","CAIXA - 20100571","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",8317674.26,"10",2017,"201710",2017-10-01,"Caixa Econômica",5071907735.71,1394389982.43,3819367018.41,2810933838.09
"284",2017-10-16,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2011684","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",5402858.4,"10",2017,"201710",2017-10-01,"BNDES",5080225409.97,970727711.41,3827684692.67,2819251512.35
"285",2017-10-16,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2014976","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",26962114.58,"10",2017,"201710",2017-10-01,"BNDES",5085628268.37,976130569.81,3833087551.07,2824654370.75
"286",2017-10-16,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2016004","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",3223679.68,"10",2017,"201710",2017-10-01,"BNDES",5112590382.95,1003092684.39,3860049665.65,2851616485.33
"287",2017-10-16,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2013848","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",30739310.19,"10",2017,"201710",2017-10-01,"BNDES",5115814062.63,1006316364.07,3863273345.33,2854840165.01
"288",2017-10-16,"Interna","Banco do Brasil S/A","BB - 2012769","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",9627344.9,"10",2017,"201710",2017-10-01,"Banco do Brasil",5146553372.82,1193255734.99,3894012655.52,2885579475.2
"289",2017-10-17,"Interna","Banco Suiço de Investimento - Credit Suisse-Brasil","Credit Suisse - CSBRA20140800329","Credores Privados","Rio de Janeiro (Estado)","Estados","Honra de Aval",103847359.4,"10",2017,"201710",2017-10-01,"Credit Suisse (Interno",5156180717.72,260993589.58,3903640000.42,2895206820.1
"290",2017-10-25,"Interna","Caixa Econômica Federal","CAIXA - 20130885","Bancos Federais","Roraima","Estados","Honra de Aval",2841093.54,"10",2017,"201710",2017-10-01,"Caixa Econômica",61020703.53,1402707656.69,4007487359.82,2999054179.5
"291",2017-10-25,"Interna","Caixa Econômica Federal","CAIXA - 20120842","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",8300625.56,"10",2017,"201710",2017-10-01,"Caixa Econômica",5260028077.12,1405548750.23,4010328453.36,3001895273.04
"292",2017-10-31,"Externa","Agência Francesa de Desevolvimento","AFD CBR 1042","Agências Governamentais","Rio de Janeiro (Estado)","Estados","Honra de Aval",27552210.62,"10",2017,"201710",2017-10-01,"AFD",5268328702.68,86169004.81,1460630237.03,3010195898.6
"293",2017-11-01,"Interna","Caixa Econômica Federal","Contrato Conta A","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",63536101.47,"11",2017,"201711",2017-11-01,"Caixa Econômica",5295880913.3,1413849375.79,4018629078.92,3037748109.22
"294",2017-11-07,"Interna","Banco do Brasil S/A","BB - 2013850","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",129639550.04,"11",2017,"201711",2017-11-01,"Banco do Brasil",5359417014.77,1202883079.89,4082165180.39,3101284210.69
"295",2017-11-12,"Interna","Caixa Econômica Federal","CAIXA - 20110776","Bancos Federais","Natal","Municípios","Honra de Aval",2191079.07,"11",2017,"201711",2017-11-01,"Caixa Econômica",35050993.72,1477385477.26,4211804730.43,3230923760.73
"296",2017-11-15,"Externa","Banco Mundial","BIRD7955-BR","Organismos Multilaterais","Rio de Janeiro (Estado)","Estados","Honra de Aval",1570972.52,"11",2017,"201711",2017-11-01,"Banco Mundial",5489056564.81,392865797.64,1488182447.65,3233114839.8
"297",2017-11-15,"Externa","Banco Mundial","BIRD8011-BR","Organismos Multilaterais","Rio de Janeiro (Estado)","Estados","Honra de Aval",48235886.33,"11",2017,"201711",2017-11-01,"Banco Mundial",5490627537.33,394436770.16,1489753420.17,3234685812.32
"298",2017-11-15,"Externa","Banco Mundial","BIRD8117-BR","Organismos Multilaterais","Rio de Janeiro (Estado)","Estados","Honra de Aval",36848729.21,"11",2017,"201711",2017-11-01,"Banco Mundial",5538863423.66,442672656.49,1537989306.5,3282921698.65
"299",2017-11-15,"Externa","Banco Mundial","BIRD8327-BR","Organismos Multilaterais","Rio de Janeiro (Estado)","Estados","Honra de Aval",236883.8,"11",2017,"201711",2017-11-01,"Banco Mundial",5575712152.87,479521385.7,1574838035.71,3319770427.86
"300",2017-11-15,"Externa","BID","BID2762/OC-BR","Organismos Multilaterais","Rio de Janeiro (Estado)","Estados","Honra de Aval",2278243.26,"11",2017,"201711",2017-11-01,"BID",5575949036.67,250645378.79,1575074919.51,3320007311.66
"301",2017-11-16,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2014976","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",26976428.26,"11",2017,"201711",2017-11-01,"BNDES",5578227279.93,1037055674.26,4213995809.5,3322285554.92
"302",2017-11-16,"Interna","Caixa Econômica Federal","CAIXA - 20120812","Bancos Federais","Roraima","Estados","Honra de Aval",2814010.11,"11",2017,"201711",2017-11-01,"Caixa Econômica",63861797.07,1479576556.33,4240972237.76,3349261983.18
"303",2017-11-16,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2016004","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",3233229.43,"11",2017,"201711",2017-11-01,"BNDES",5605203708.19,1064032102.52,4243786247.87,3352075993.29
"304",2017-11-16,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2013848","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",30657768.52,"11",2017,"201711",2017-11-01,"BNDES",5608436937.62,1067265331.95,4247019477.3,3355309222.72
"305",2017-11-16,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2011684","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",5378669.23,"11",2017,"201711",2017-11-01,"BNDES",5639094706.14,1097923100.47,4277677245.82,3385966991.24
"306",2017-11-16,"Interna","Caixa Econômica Federal","CAIXA - 20100571","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",8444459.19,"11",2017,"201711",2017-11-01,"Caixa Econômica",5644473375.37,1482390566.44,4283055915.05,3391345660.47
"307",2017-11-16,"Interna","Banco do Brasil S/A","BB - 2012769","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",9618916.31,"11",2017,"201711",2017-11-01,"Banco do Brasil",5652917834.56,1332522629.93,4291500374.24,3399790119.66
"308",2017-11-19,"Interna","Caixa Econômica Federal","CAIXA - 20120747","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",1021515.49,"11",2017,"201711",2017-11-01,"Caixa Econômica",5662536750.87,1490835025.63,4301119290.55,3409409035.97
"309",2017-11-19,"Interna","Caixa Econômica Federal","CAIXA - 20090492","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",2708098,"11",2017,"201711",2017-11-01,"Caixa Econômica",5663558266.36,1491856541.12,4302140806.04,3410430551.46
