"","data","tipo_divida","Credor_completo","contrato","tipo_credor","mutuario","tipo_mutuario","Status","valor","mes","ano","mes_ano","data_mes","Credor","pos_ini_mutuario","pos_ini_Credor","pos_ini_tipo_divida","pos_ini_ano"
"843",2020-01-19,"Interna","Caixa Econômica Federal","CAIXA - 20090492","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",2679816.52,"01",2020,"202001",2020-01-01,"Caixa Econômica",14373305195.32,3001312137.97,14097157859.77,170759493.01
"844",2020-01-24,"Interna","Banco do Brasil S/A","BB - 2013898","Bancos Federais","Minas Gerais","Estados","Honra de Aval",143249582.9,"01",2020,"202001",2020-01-01,"Banco do Brasil",3864876258.19,7323750861.95,14099837676.29,173439309.53
"845",2020-01-25,"Interna","Caixa Econômica Federal","CAIXA - 20120842","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",13677381.67,"01",2020,"202001",2020-01-01,"Caixa Econômica",14375985011.84,3003991954.49,14243087259.19,316688892.43
"846",2020-01-28,"Externa","BID","BID1037/OC-BR","Organismos Multilaterais","Rio de Janeiro (Estado)","Estados","Honra de Aval",23806940.43,"01",2020,"202001",2020-01-01,"BID",14389662393.51,711880698.34,5701933840.93,330366274.1
"847",2020-02-10,"Interna","Banco do Brasil S/A","BB - 2013889","Bancos Federais","Goiás","Estados","Honra de Aval",169980440.2,"02",2020,"202002",2020-02-01,"Banco do Brasil",881965391.92,7467000444.85,14256764640.86,354173214.53
"848",2020-02-15,"Externa","BID","BID2306/OC-BR","Organismos Multilaterais","Minas Gerais","Estados","Honra de Aval",16887533.34,"02",2020,"202002",2020-02-01,"BID",4008125841.09,735687638.77,5725740781.36,524153654.73
"849",2020-02-15,"Externa","Banco Mundial","BIRD8191-BR","Organismos Multilaterais","Rio de Janeiro (Estado)","Estados","Honra de Aval",31387382.24,"02",2020,"202002",2020-02-01,"Banco Mundial",14413469333.94,2327100537.83,5742628314.7,541041188.07
"850",2020-02-15,"Externa","Banco Mundial","BIRD8200-BR","Organismos Multilaterais","Rio de Janeiro (Estado)","Estados","Honra de Aval",5328237.37,"02",2020,"202002",2020-02-01,"Banco Mundial",14444856716.18,2358487920.07,5774015696.94,572428570.31
"851",2020-02-15,"Externa","Banco Mundial","BIRD8307-BR","Organismos Multilaterais","Rio de Janeiro (Estado)","Estados","Honra de Aval",31130068.95,"02",2020,"202002",2020-02-01,"Banco Mundial",14450184953.55,2363816157.44,5779343934.31,577756807.68
"852",2020-02-15,"Externa","Banco Mundial","BIRD7377-BR","Organismos Multilaterais","Minas Gerais","Estados","Honra de Aval",29977067.29,"02",2020,"202002",2020-02-01,"Banco Mundial",4025013374.43,2394946226.39,5810474003.26,608886876.63
"853",2020-02-17,"Interna","Caixa Econômica Federal","CAIXA - 20110709","Bancos Federais","Goiás","Estados","Honra de Aval",28707804.96,"02",2020,"202002",2020-02-01,"Caixa Econômica",1051945832.12,3017669336.16,14426745081.06,638863943.92
"854",2020-02-17,"Interna","Caixa Econômica Federal","CAIXA - 20120856","Bancos Federais","Amapá","Estados","Honra de Aval",8740791.28,"02",2020,"202002",2020-02-01,"Caixa Econômica",106917288.31,3046377141.12,14455452886.02,667571748.88
"855",2020-02-17,"Interna","Caixa Econômica Federal","CAIXA - 20160011","Bancos Federais","Goiás","Estados","Honra de Aval",27358638.02,"02",2020,"202002",2020-02-01,"Caixa Econômica",1080653637.08,3055117932.4,14464193677.3,676312540.16
"856",2020-02-17,"Interna","Caixa Econômica Federal","CAIXA - 20120818","Bancos Federais","Goiás","Estados","Honra de Aval",3311064.19,"02",2020,"202002",2020-02-01,"Caixa Econômica",1108012275.1,3082476570.42,14491552315.32,703671178.18
"857",2020-02-17,"Interna","Banco do Brasil S/A","BB - 2012769","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",8469891.12,"02",2020,"202002",2020-02-01,"Banco do Brasil",14481315022.5,7636980885.05,14494863379.51,706982242.37
"858",2020-02-17,"Interna","Caixa Econômica Federal","CAIXA - 20100571","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",6783844.45,"02",2020,"202002",2020-02-01,"Caixa Econômica",14489784913.62,3085787634.61,14503333270.63,715452133.49
"859",2020-02-17,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2013858","Bancos Federais","Amapá","Estados","Honra de Aval",5881616.77,"02",2020,"202002",2020-02-01,"BNDES",115658079.59,3032384961.71,14510117115.08,722235977.94
"860",2020-02-17,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2013822","Bancos Federais","Goiás","Estados","Honra de Aval",2387884.11,"02",2020,"202002",2020-02-01,"BNDES",1111323339.29,3038266578.48,14515998731.85,728117594.71
"861",2020-02-17,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2012756","Bancos Federais","Goiás","Estados","Honra de Aval",16272891.55,"02",2020,"202002",2020-02-01,"BNDES",1113711223.4,3040654462.59,14518386615.96,730505478.82
"862",2020-02-17,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2012792","Bancos Federais","Minas Gerais","Estados","Honra de Aval",3842507.76,"02",2020,"202002",2020-02-01,"BNDES",4054990441.72,3056927354.14,14534659507.51,746778370.37
"863",2020-02-17,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2012788","Bancos Federais","Minas Gerais","Estados","Honra de Aval",18062446.45,"02",2020,"202002",2020-02-01,"BNDES",4058832949.48,3060769861.9,14538502015.27,750620878.13
"864",2020-02-17,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2014976","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",23733404.55,"02",2020,"202002",2020-02-01,"BNDES",14496568758.07,3078832308.35,14556564461.72,768683324.58
"865",2020-02-17,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2013854","Bancos Federais","Amapá","Estados","Honra de Aval",2503911.6,"02",2020,"202002",2020-02-01,"BNDES",121539696.36,3102565712.9,14580297866.27,792416729.13
"866",2020-02-17,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2010554","Bancos Federais","Minas Gerais","Estados","Honra de Aval",1358347.4,"02",2020,"202002",2020-02-01,"BNDES",4076895395.93,3105069624.5,14582801777.87,794920640.73
"867",2020-02-17,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2016004","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",3118601.52,"02",2020,"202002",2020-02-01,"BNDES",14520302162.62,3106427971.9,14584160125.27,796278988.13
"868",2020-02-17,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2013848","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",25745608.61,"02",2020,"202002",2020-02-01,"BNDES",14523420764.14,3109546573.42,14587278726.79,799397589.65
"869",2020-02-17,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2011684","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",4392769.44,"02",2020,"202002",2020-02-01,"BNDES",14549166372.75,3135292182.03,14613024335.4,825143198.26
"870",2020-02-18,"Externa","Banco Suiço de Investimento - Credit Suisse","CreditSuisse-MG/2012","Credores Privados","Minas Gerais","Estados","Honra de Aval",686377221.62,"02",2020,"202002",2020-02-01,"Credit Suisse (Externo)",4078253743.33,729250210.7,5840451070.55,829535967.7
"871",2020-02-19,"Interna","Caixa Econômica Federal","CAIXA - 20120747","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",992777.41,"02",2020,"202002",2020-02-01,"Caixa Econômica",14553559142.19,3092571479.06,14617417104.84,1515913189.32
"872",2020-02-19,"Interna","Caixa Econômica Federal","CAIXA - 20090492","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",2677497.93,"02",2020,"202002",2020-02-01,"Caixa Econômica",14554551919.6,3093564256.47,14618409882.25,1516905966.73
"873",2020-02-25,"Interna","Caixa Econômica Federal","CAIXA - 20120842","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",13643574.01,"02",2020,"202002",2020-02-01,"Caixa Econômica",14557229417.53,3096241754.4,14621087380.18,1519583464.66
"874",2020-02-26,"Externa","BID","BID2232/OC-BR","Organismos Multilaterais","Minas Gerais","Estados","Honra de Aval",8010108.85,"02",2020,"202002",2020-02-01,"BID",4764630964.95,752575172.11,6526828292.17,1533227038.67
"875",2020-03-13,"Externa","Corporacão Andina de Fomento","CFA007948","Organismos Multilaterais","Rio de Janeiro (Estado)","Estados","Honra de Aval",28398631.52,"03",2020,"202003",2020-03-01,"CAF",14570872991.54,1125917255.94,6534838401.02,1541237147.52
"876",2020-03-13,"Externa","Corporacão Andina de Fomento","CFA007949","Organismos Multilaterais","Rio de Janeiro (Estado)","Estados","Honra de Aval",57896625.46,"03",2020,"202003",2020-03-01,"CAF",14599271623.06,1154315887.46,6563237032.54,1569635779.04
"877",2020-03-15,"Externa","Banco Mundial","BIRD7871-BR","Organismos Multilaterais","Minas Gerais","Estados","Honra de Aval",81177391.37,"03",2020,"202003",2020-03-01,"Banco Mundial",4772641073.8,2424923293.68,6621133658,1627532404.5
"878",2020-03-16,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2013840","Bancos Federais","Rio Grande do Norte","Estados","Honra de Aval",2285176.86,"03",2020,"202003",2020-03-01,"BNDES",139409140.56,3139684951.47,14634730954.19,1708709795.87
"879",2020-03-16,"Interna","Caixa Econômica Federal","CAIXA - 20110709","Bancos Federais","Goiás","Estados","Honra de Aval",27109383.79,"03",2020,"202003",2020-03-01,"Caixa Econômica",1129984114.95,3109885328.41,14637016131.05,1710994972.73
"880",2020-03-16,"Interna","Caixa Econômica Federal","CAIXA - 20130915","Bancos Federais","Rio Grande do Norte","Estados","Honra de Aval",6476415.18,"03",2020,"202003",2020-03-01,"Caixa Econômica",141694317.42,3136994712.2,14664125514.84,1738104356.52
"881",2020-03-16,"Interna","Caixa Econômica Federal","CAIXA - 20120856","Bancos Federais","Amapá","Estados","Honra de Aval",8076828.96,"03",2020,"202003",2020-03-01,"Caixa Econômica",124043607.96,3143471127.38,14670601930.02,1744580771.7
"882",2020-03-16,"Interna","Caixa Econômica Federal","CAIXA - 20160011","Bancos Federais","Goiás","Estados","Honra de Aval",27906922.22,"03",2020,"202003",2020-03-01,"Caixa Econômica",1157093498.74,3151547956.34,14678678758.98,1752657600.66
"883",2020-03-16,"Interna","Caixa Econômica Federal","CAIXA - 20100571","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",6804546.87,"03",2020,"202003",2020-03-01,"Caixa Econômica",14657168248.52,3179454878.56,14706585681.2,1780564522.88
"884",2020-03-16,"Interna","Caixa Econômica Federal","CAIXA - 20130912","Bancos Federais","Rio Grande do Norte","Estados","Honra de Aval",1458889.69,"03",2020,"202003",2020-03-01,"Caixa Econômica",148170732.6,3186259425.43,14713390228.07,1787369069.75
"885",2020-03-16,"Interna","Caixa Econômica Federal","CAIXA - 20120818","Bancos Federais","Goiás","Estados","Honra de Aval",3133157.64,"03",2020,"202003",2020-03-01,"Caixa Econômica",1185000420.96,3187718315.12,14714849117.76,1788827959.44
"886",2020-03-16,"Interna","Banco do Brasil S/A","BB - 2012769","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",7844508.43,"03",2020,"202003",2020-03-01,"Banco do Brasil",14663972795.39,7645450776.17,14717982275.4,1791961117.08
"887",2020-03-16,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2013858","Bancos Federais","Amapá","Estados","Honra de Aval",5449124.26,"03",2020,"202003",2020-03-01,"BNDES",132120436.92,3141970128.33,14725826783.83,1799805625.51
"888",2020-03-16,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2013822","Bancos Federais","Goiás","Estados","Honra de Aval",2213403.79,"03",2020,"202003",2020-03-01,"BNDES",1188133578.6,3147419252.59,14731275908.09,1805254749.77
"889",2020-03-16,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2012756","Bancos Federais","Goiás","Estados","Honra de Aval",15043513.03,"03",2020,"202003",2020-03-01,"BNDES",1190346982.39,3149632656.38,14733489311.88,1807468153.56
"890",2020-03-16,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2012792","Bancos Federais","Minas Gerais","Estados","Honra de Aval",3732868.11,"03",2020,"202003",2020-03-01,"BNDES",4853818465.17,3164676169.41,14748532824.91,1822511666.59
"891",2020-03-16,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2014976","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",21755086.66,"03",2020,"202003",2020-03-01,"BNDES",14671817303.82,3168409037.52,14752265693.02,1826244534.7
"892",2020-03-16,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2013854","Bancos Federais","Amapá","Estados","Honra de Aval",2319791.65,"03",2020,"202003",2020-03-01,"BNDES",137569561.18,3190164124.18,14774020779.68,1847999621.36
"893",2020-03-16,"Interna","Banco do Brasil S/A","BB - 2013836","Bancos Federais","Rio Grande do Norte","Estados","Honra de Aval",2853625.5,"03",2020,"202003",2020-03-01,"Banco do Brasil",149629622.29,7653295284.6,14776340571.33,1850319413.01
"894",2020-03-16,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2016004","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",2885345.77,"03",2020,"202003",2020-03-01,"BNDES",14693572390.48,3192483915.83,14779194196.83,1853173038.51
"895",2020-03-16,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2013848","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",23323198.51,"03",2020,"202003",2020-03-01,"BNDES",14696457736.25,3195369261.6,14782079542.6,1856058384.28
"896",2020-03-16,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2011684","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",4157664.95,"03",2020,"202003",2020-03-01,"BNDES",14719780934.76,3218692460.11,14805402741.11,1879381582.79
"897",2020-03-19,"Interna","Caixa Econômica Federal","CAIXA - 20120747","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",993441.64,"03",2020,"202003",2020-03-01,"Caixa Econômica",14723938599.71,3190851472.76,14809560406.06,1883539247.74
"898",2020-03-19,"Interna","Caixa Econômica Federal","CAIXA - 20090492","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",2680453.63,"03",2020,"202003",2020-03-01,"Caixa Econômica",14724932041.35,3191844914.4,14810553847.7,1884532689.38
"899",2020-03-25,"Interna","Banco do Nordeste","BNB-15042004/RN","Bancos Federais","Rio Grande do Norte","Estados","Honra de Aval",4179336.7,"03",2020,"202003",2020-03-01,"Banco do Nordeste",152483247.79,9033086.65,14813234301.33,1887213143.01
"900",2020-03-25,"Interna","Banco do Nordeste","BNB-26052006/MG","Bancos Federais","Minas Gerais","Estados","Honra de Aval",5364889.1,"03",2020,"202003",2020-03-01,"Banco do Nordeste",4857551333.28,13212423.35,14817413638.03,1891392479.71
"901",2020-03-25,"Interna","Caixa Econômica Federal","CAIXA - 20120842","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",13542627.54,"03",2020,"202003",2020-03-01,"Caixa Econômica",14727612494.98,3194525368.03,14822778527.13,1896757368.81
"902",2020-03-27,"Interna","Banco do Nordeste","BNB-05042006/PE","Bancos Federais","Pernambuco","Estados","Honra de Aval",15104372.06,"03",2020,"202003",2020-03-01,"Banco do Nordeste",0,18577312.45,14836321154.67,1910299996.35
"903",2020-04-03,"Interna","Caixa Econômica Federal","CAIXA - 2018042","Bancos Federais","Pernambuco","Estados","Honra de Aval",2207361.49,"04",2020,"202004",2020-04-01,"Caixa Econômica",15104372.06,3208067995.57,14851425526.73,1925404368.41
"904",2020-04-08,"Interna","Caixa Econômica Federal","CAIXA - 20180001","Bancos Federais","Piauí","Estados","Honra de Aval",4112902.06,"04",2020,"202004",2020-04-01,"Caixa Econômica",126954673.15,3210275357.06,14853632888.22,1927611729.9
"905",2020-04-15,"Externa","BID","BID1990/OC-BR","Organismos Multilaterais","Belford Roxo","Municípios","Honra de Aval",1990781.63,"04",2020,"202004",2020-04-01,"BID",2763157.8,760585280.96,6702311049.37,1931724631.96
"906",2020-04-15,"Externa","BID","BID2841/OC-BR","Organismos Multilaterais","Bahia","Estados","Honra de Aval",117798734.81,"04",2020,"202004",2020-04-01,"BID",0,762576062.59,6704301831,1933715413.59
"907",2020-04-15,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2012794","Bancos Federais","Piauí","Estados","Honra de Aval",8415933.29,"04",2020,"202004",2020-04-01,"BNDES",131067575.21,3222850125.06,14857745790.28,2051514148.4
"908",2020-04-15,"Externa","BID","BID2081/OC-BR","Organismos Multilaterais","Bahia","Estados","Honra de Aval",96394813.96,"04",2020,"202004",2020-04-01,"BID",117798734.81,880374797.4,6822100565.81,2059930081.69
"909",2020-04-15,"Externa","BID","BID2752/OC-BR","Organismos Multilaterais","Novo Hamburgo","Municípios","Honra de Aval",4525621.84,"04",2020,"202004",2020-04-01,"BID",0,976769611.36,6918495379.77,2156324895.65
"910",2020-04-15,"Externa","BID","BID1980/OC-BR","Organismos Multilaterais","Goiânia","Municípios","Honra de Aval",11950829.27,"04",2020,"202004",2020-04-01,"BID",0,981295233.2,6923021001.61,2160850517.49
"911",2020-04-15,"Externa","BID","BID2151/OC-BR","Organismos Multilaterais","Pernambuco","Estados","Honra de Aval",3526820.97,"04",2020,"202004",2020-04-01,"BID",17311733.55,993246062.47,6934971830.88,2172801346.76
"912",2020-04-15,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2013871","Bancos Federais","Pernambuco","Estados","Honra de Aval",6670611.87,"04",2020,"202004",2020-04-01,"BNDES",20838554.52,3231266058.35,14866161723.57,2176328167.73
"913",2020-04-15,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2009519","Bancos Federais","Piauí","Estados","Honra de Aval",1103659.32,"04",2020,"202004",2020-04-01,"BNDES",139483508.5,3237936670.22,14872832335.44,2182998779.6
"914",2020-04-15,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2013874","Bancos Federais","Mato Grosso do Sul","Estados","Honra de Aval",10492936.47,"04",2020,"202004",2020-04-01,"BNDES",0,3239040329.54,14873935994.76,2184102438.92
